[2025-09-28 21:46:49] Starting CBNE base run
[2025-09-28 21:46:49] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:46:49] Spectral gap: 0.3333333333333333
[2025-09-28 21:46:49] Dimension (k): 2
[2025-09-28 21:46:49] One norm: 1.3333333333333333
[2025-09-28 21:46:49] Walk length (z): 6
[2025-09-28 21:46:49] Planned samples: 12209
[2025-09-28 21:46:49] Seed set to 789
[2025-09-28 21:46:50] Iteration 1220/12209 | progress 10.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:51] Iteration 2440/12209 | progress 20.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:46:52] Iteration 3660/12209 | progress 30.0% | value=-5.618656 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:54] Iteration 4880/12209 | progress 40.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:46:55] Iteration 6100/12209 | progress 50.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:56] Iteration 7320/12209 | progress 60.0% | value=5.618656 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:57] Iteration 8540/12209 | progress 69.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:59] Iteration 9760/12209 | progress 79.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:47:00] Iteration 10980/12209 | progress 89.9% | value=0.000000 | sample_time=0.0002s | chain_time=0.0009s | iter_time=0.0011s
[2025-09-28 21:47:01] Iteration 12200/12209 | progress 99.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:47:01] Iteration 12209/12209 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:47:01] Completed run in 12.2236 seconds, estimate=0.3249054729353074
